SKU_ID,SKU_Category,Subdivision,Supplier_ID,Date,Lifecycle_Phase,Forecast,Actual_Demand,Demand_Fluctuation,Lead_Time_Days,On_Hand_Inventory,Remaining_Shelf_Life_Months,Total_Shelf_Life_Months,Last_Sales_Date,Forecast_Accuracy,Safety_Stock,Reorder_Point,Excess_Stock,Obsolete_Inventory_Value,Carrying_Cost,Obsolete_Inventory_Writeoff,Defective_Rate,Target_Service_Level,Return_Rate,Unit_Cost,Handling_Cost_Per_Unit,Warehouse_Utilization_Percentage,Month,Demand_3M_Rolling_Avg,Lagged_Demand,Predicted_E&O_Risk
SKU_0026,Fast-Moving,Industrial Gases,SUP_018,2023-08-31,Introduction,403.65,378.06,24.15,39.0,513.55,15.0,18.0,2023-05-11,0.94,25.0,58.0,135.49,0.0,10.27,0.0,0.011,0.95,0.06,17.33,1.65,54.87,8,399.1633333333334,345.78,High-Risk
SKU_0026,Fast-Moving,Specialty Chemicals,SUP_001,2023-09-30,Maturity,363.49,373.43,7.09,37.0,434.83,4.0,6.0,2023-04-16,0.97,25.0,58.0,61.4,0.0,8.7,0.0,0.011,0.95,0.06,17.33,1.65,54.87,9,225.22999999999993,142.94,Low-Risk
SKU_0026,Fast-Moving,Petrochemicals,SUP_001,2023-10-31,Growth,115.79,158.61,-3.01,5.0,180.08,17.0,18.0,2023-08-16,0.63,25.0,58.0,21.47,0.0,3.6,0.0,0.011,0.95,0.06,17.33,1.65,54.87,10,418.1499999999998,586.01,Low-Risk
SKU_0026,Fast-Moving,Industrial Gases,SUP_008,2023-11-30,Growth,325.48,365.33,20.78,11.0,407.18,18.0,18.0,2023-06-06,0.88,25.0,58.0,41.85,0.0,8.14,0.0,0.011,0.95,0.06,17.33,1.65,54.87,11,363.0566666666667,378.06,Low-Risk
SKU_0026,Fast-Moving,Specialty Chemicals,SUP_005,2023-12-31,Decline,561.53,517.99,94.03,11.0,581.51,13.0,24.0,2023-09-30,0.92,25.0,58.0,63.52,47.52,11.63,38.02,0.011,0.95,0.06,17.33,1.65,54.87,12,344.78666666666663,373.43,High-Risk
SKU_0027,Slow-Moving,Specialty Chemicals,SUP_002,2022-01-31,Maturity,181.18,143.96,12.88,37.0,165.8,14.0,24.0,2021-11-05,0.79,11.0,65.0,21.83,0.0,3.32,0.0,0.034,0.87,0.02,80.83,1.76,75.23,1,345.1266666666666,517.99,Low-Risk
SKU_0027,Slow-Moving,Industrial Gases,SUP_008,2022-02-28,Maturity,113.28,83.88,-3.32,13.0,118.62,15.0,24.0,2021-09-30,0.74,11.0,65.0,34.75,0.0,2.37,0.0,0.034,0.87,0.02,80.83,1.76,75.23,2,275.7566666666667,365.33,Low-Risk
SKU_0027,Slow-Moving,Agrochemicals,SUP_004,2022-03-31,Growth,562.44,593.87,94.44,38.0,774.19,0.0,6.0,2021-11-04,0.94,11.0,65.0,180.32,0.0,15.48,0.0,0.034,0.87,0.02,80.83,1.76,75.23,3,447.93333333333334,166.72,High-Risk
SKU_0027,Slow-Moving,Petrochemicals,SUP_003,2022-04-30,Introduction,292.5,335.22,19.7,10.0,384.51,5.0,12.0,2022-03-27,0.85,11.0,65.0,49.28,0.0,7.69,0.0,0.034,0.87,0.02,80.83,1.76,75.23,4,359.94666666666654,158.61,Low-Risk
SKU_0027,Slow-Moving,Industrial Gases,SUP_017,2022-05-31,Maturity,147.46,149.03,1.16,40.0,219.45,0.0,6.0,2022-04-03,0.99,11.0,65.0,70.42,0.0,4.39,0.0,0.034,0.87,0.02,80.83,1.76,75.23,5,199.4133333333334,83.88,Low-Risk
SKU_0027,Slow-Moving,Industrial Gases,SUP_014,2022-06-30,Decline,216.89,228.98,2.39,14.0,312.61,7.0,12.0,2022-03-11,0.94,11.0,65.0,83.63,104.19,6.25,83.35,0.034,0.87,0.02,80.83,1.76,75.23,6,153.9633333333334,149.03,Low-Risk
SKU_0027,Slow-Moving,Pharmaceuticals,SUP_015,2022-07-31,Growth,447.53,409.49,3.13,15.0,518.6,20.0,24.0,2022-04-04,0.91,11.0,65.0,109.11,0.0,10.37,0.0,0.034,0.87,0.02,80.83,1.76,75.23,7,296.07666666666677,279.47,High-Risk
SKU_0027,Slow-Moving,Specialty Chemicals,SUP_003,2022-08-31,Decline,394.93,384.19,20.93,13.0,546.84,15.0,18.0,2022-03-09,0.97,11.0,65.0,162.65,141.77,10.94,113.41,0.034,0.87,0.02,80.83,1.76,75.23,8,348.7133333333333,143.96,High-Risk
SKU_0027,Slow-Moving,Pharmaceuticals,SUP_005,2022-09-30,Maturity,343.46,330.0,7.96,36.0,398.87,4.0,6.0,2022-05-22,0.96,11.0,65.0,68.87,0.0,7.98,0.0,0.034,0.87,0.02,80.83,1.76,75.23,9,339.6533333333334,409.49,Low-Risk
SKU_0027,Slow-Moving,Specialty Chemicals,SUP_009,2022-10-31,Maturity,420.65,437.04,-20.45,21.0,574.49,5.0,6.0,2022-06-13,0.96,11.0,65.0,137.45,0.0,11.49,0.0,0.034,0.87,0.02,80.83,1.76,75.23,10,321.72999999999996,384.19,High-Risk
SKU_0027,Slow-Moving,Agrochemicals,SUP_015,2022-11-30,Decline,446.27,418.85,-21.73,13.0,615.33,18.0,18.0,2022-11-19,0.94,11.0,65.0,196.48,240.06,12.31,192.05,0.034,0.87,0.02,80.83,1.76,75.23,11,393.1466666666667,593.87,High-Risk
SKU_0027,Slow-Moving,Petrochemicals,SUP_009,2022-12-31,Growth,276.78,272.3,20.48,13.0,369.2,7.0,18.0,2022-12-08,0.98,11.0,65.0,96.9,0.0,7.38,0.0,0.034,0.87,0.02,80.83,1.76,75.23,12,255.37666666666655,335.22,Low-Risk
SKU_0027,Slow-Moving,Agrochemicals,SUP_006,2023-01-31,Decline,506.95,496.21,30.55,11.0,691.81,14.0,24.0,2022-11-15,0.98,11.0,65.0,195.61,171.51,13.84,137.21,0.034,0.87,0.02,80.83,1.76,75.23,1,502.97666666666663,418.85,High-Risk
SKU_0027,Slow-Moving,Pharmaceuticals,SUP_014,2023-02-28,Decline,277.15,293.72,9.85,13.0,421.1,9.0,18.0,2022-09-18,0.94,11.0,65.0,127.38,92.34,8.42,73.87,0.034,0.87,0.02,80.83,1.76,75.23,2,344.4033333333334,330.0,High-Risk
SKU_0027,Slow-Moving,Specialty Chemicals,SUP_002,2023-03-31,Introduction,132.43,151.05,7.03,25.0,193.66,16.0,24.0,2022-12-31,0.86,11.0,65.0,42.61,0.0,3.87,0.0,0.034,0.87,0.02,80.83,1.76,75.23,3,324.09333333333325,437.04,Low-Risk
SKU_0027,Slow-Moving,Specialty Chemicals,SUP_017,2023-04-30,Introduction,512.47,539.75,-4.53,25.0,764.86,0.0,6.0,2023-03-21,0.95,11.0,65.0,225.11,0.0,15.3,0.0,0.034,0.87,0.02,80.83,1.76,75.23,4,375.94666666666654,151.05,High-Risk
SKU_0027,Slow-Moving,Agrochemicals,SUP_019,2023-05-31,Decline,277.68,258.61,23.28,18.0,371.63,0.0,6.0,2023-02-18,0.93,11.0,65.0,113.02,113.53,7.43,90.83,0.034,0.87,0.02,80.83,1.76,75.23,5,391.2233333333333,496.21,High-Risk
SKU_0027,Slow-Moving,Industrial Gases,SUP_018,2023-06-30,Growth,509.24,503.48,96.74,31.0,644.55,7.0,12.0,2023-03-21,0.99,11.0,65.0,141.06,0.0,12.89,0.0,0.034,0.87,0.02,80.83,1.76,75.23,6,293.8300000000001,228.98,High-Risk
SKU_0027,Slow-Moving,Industrial Gases,SUP_017,2023-07-31,Maturity,546.79,541.52,24.29,16.0,703.02,14.0,18.0,2023-07-23,0.99,11.0,65.0,161.49,0.0,14.06,0.0,0.034,0.87,0.02,80.83,1.76,75.23,7,424.6600000000001,503.48,High-Risk
SKU_0027,Slow-Moving,Pharmaceuticals,SUP_010,2023-08-31,Introduction,373.5,330.03,8.3,15.0,428.25,15.0,18.0,2023-04-15,0.88,11.0,65.0,98.22,0.0,8.56,0.0,0.034,0.87,0.02,80.83,1.76,75.23,8,317.91666666666674,293.72,High-Risk
SKU_0027,Slow-Moving,Industrial Gases,SUP_014,2023-09-30,Maturity,469.01,479.49,82.91,39.0,672.27,4.0,6.0,2023-07-17,0.98,11.0,65.0,192.78,0.0,13.45,0.0,0.034,0.87,0.02,80.83,1.76,75.23,9,508.1633333333334,541.52,High-Risk
SKU_0027,Slow-Moving,Agrochemicals,SUP_020,2023-10-31,Growth,309.29,272.41,-3.91,31.0,326.17,5.0,6.0,2023-08-29,0.88,11.0,65.0,53.76,0.0,6.52,0.0,0.034,0.87,0.02,80.83,1.76,75.23,10,342.41,258.61,Low-Risk
SKU_0027,Slow-Moving,Petrochemicals,SUP_010,2023-11-30,Growth,160.14,161.87,-8.16,30.0,237.43,24.0,24.0,2023-10-31,0.99,11.0,65.0,75.56,0.0,4.75,0.0,0.034,0.87,0.02,80.83,1.76,75.23,11,256.4633333333332,272.3,Low-Risk
SKU_0027,Slow-Moving,Specialty Chemicals,SUP_002,2023-12-31,Introduction,366.48,340.89,-33.92,30.0,438.21,0.0,6.0,2023-10-27,0.93,11.0,65.0,97.32,0.0,8.76,0.0,0.034,0.87,0.02,80.83,1.76,75.23,12,343.8966666666666,539.75,High-Risk
SKU_0028,Low-Value,Industrial Gases,SUP_006,2022-01-31,Decline,252.86,250.54,-2.34,38.0,298.62,14.0,24.0,2021-10-04,0.99,22.0,197.0,48.08,53.14,5.97,42.51,0.018,0.96,0.1,31.45,1.88,82.54,1,423.8500000000001,479.49,Low-Risk
SKU_0028,Low-Value,Specialty Chemicals,SUP_009,2022-02-28,Maturity,532.08,584.42,46.98,5.0,786.03,0.0,6.0,2021-09-03,0.9,22.0,197.0,201.62,0.0,15.72,0.0,0.018,0.96,0.1,31.45,1.88,82.54,2,488.35333333333324,340.89,High-Risk
SKU_0028,Low-Value,Specialty Chemicals,SUP_020,2022-03-31,Introduction,223.41,247.61,8.91,22.0,287.45,4.0,12.0,2021-12-01,0.89,22.0,197.0,39.84,0.0,5.75,0.0,0.018,0.96,0.1,31.45,1.88,82.54,3,390.9733333333332,584.42,Low-Risk
SKU_0028,Low-Value,Pharmaceuticals,SUP_005,2022-04-30,Growth,300.26,297.85,-5.54,8.0,389.73,11.0,18.0,2022-04-14,0.99,22.0,197.0,91.89,0.0,7.79,0.0,0.018,0.96,0.1,31.45,1.88,82.54,4,307.20000000000005,330.03,Low-Risk
SKU_0028,Low-Value,Petrochemicals,SUP_007,2022-05-31,Decline,422.61,368.57,3.51,27.0,418.96,12.0,18.0,2022-04-28,0.87,22.0,197.0,50.39,43.57,8.38,34.86,0.018,0.96,0.1,31.45,1.88,82.54,5,267.57999999999987,161.87,High-Risk
SKU_0028,Low-Value,Agrochemicals,SUP_005,2022-06-30,Decline,408.22,447.47,72.22,39.0,591.71,19.0,24.0,2022-04-13,0.9,22.0,197.0,144.24,149.17,11.83,119.33,0.018,0.96,0.1,31.45,1.88,82.54,6,326.1633333333333,272.41,High-Risk
SKU_0028,Low-Value,Petrochemicals,SUP_017,2022-07-31,Maturity,487.91,494.58,-11.49,14.0,667.88,8.0,12.0,2022-05-23,0.99,22.0,197.0,173.3,0.0,13.36,0.0,0.018,0.96,0.1,31.45,1.88,82.54,7,341.6733333333332,368.57,High-Risk
SKU_0028,Low-Value,Petrochemicals,SUP_018,2022-08-31,Growth,302.74,296.53,9.04,24.0,333.98,9.0,12.0,2022-03-04,0.98,22.0,197.0,37.45,0.0,6.68,0.0,0.018,0.96,0.1,31.45,1.88,82.54,8,386.5599999999998,494.58,Low-Risk
SKU_0028,Low-Value,Industrial Gases,SUP_005,2022-09-30,Growth,155.61,132.68,35.71,15.0,152.06,16.0,18.0,2022-07-17,0.85,22.0,197.0,19.38,0.0,3.04,0.0,0.018,0.96,0.1,31.45,1.88,82.54,9,287.5700000000001,250.54,Low-Risk
SKU_0028,Low-Value,Agrochemicals,SUP_020,2022-10-31,Growth,452.19,470.25,-18.21,26.0,606.93,23.0,24.0,2022-08-01,0.96,22.0,197.0,136.68,0.0,12.14,0.0,0.018,0.96,0.1,31.45,1.88,82.54,10,396.71,447.47,High-Risk
SKU_0028,Low-Value,Specialty Chemicals,SUP_012,2022-11-30,Decline,388.38,397.99,26.48,34.0,556.67,12.0,12.0,2022-06-28,0.98,22.0,197.0,158.68,162.34,11.13,129.87,0.018,0.96,0.1,31.45,1.88,82.54,11,410.0066666666666,247.61,High-Risk
SKU_0028,Low-Value,Agrochemicals,SUP_019,2022-12-31,Growth,151.76,127.93,25.76,24.0,141.34,13.0,24.0,2022-12-27,0.84,22.0,197.0,13.42,0.0,2.83,0.0,0.018,0.96,0.1,31.45,1.88,82.54,12,348.54999999999995,470.25,Low-Risk
SKU_0028,Low-Value,Specialty Chemicals,SUP_003,2023-01-31,Decline,399.38,389.53,23.18,10.0,578.14,2.0,12.0,2023-01-22,0.98,22.0,197.0,188.61,185.71,11.56,148.57,0.018,0.96,0.1,31.45,1.88,82.54,1,345.04333333333324,397.99,High-Risk
SKU_0028,Low-Value,Specialty Chemicals,SUP_001,2023-02-28,Decline,368.62,392.08,-3.18,23.0,490.69,15.0,24.0,2022-09-01,0.94,22.0,197.0,98.62,107.59,9.81,86.07,0.018,0.96,0.1,31.45,1.88,82.54,2,393.1999999999999,389.53,High-Risk
SKU_0028,Low-Value,Industrial Gases,SUP_003,2023-03-31,Decline,425.47,422.88,78.97,40.0,608.07,0.0,6.0,2023-01-11,0.99,22.0,197.0,185.2,209.25,12.16,167.4,0.018,0.96,0.1,31.45,1.88,82.54,3,268.7000000000001,132.68,High-Risk
SKU_0028,Low-Value,Pharmaceuticals,SUP_019,2023-04-30,Introduction,481.37,491.73,1.77,15.0,630.43,17.0,24.0,2023-04-26,0.98,22.0,197.0,138.7,0.0,12.61,0.0,0.018,0.96,0.1,31.45,1.88,82.54,4,373.2033333333334,297.85,High-Risk
SKU_0028,Low-Value,Industrial Gases,SUP_005,2023-05-31,Maturity,338.98,339.14,19.98,14.0,494.74,6.0,12.0,2023-04-16,1.0,22.0,197.0,155.6,0.0,9.89,0.0,0.018,0.96,0.1,31.45,1.88,82.54,5,298.2333333333334,422.88,High-Risk
SKU_0028,Low-Value,Petrochemicals,SUP_004,2023-06-30,Growth,349.26,364.66,52.26,26.0,489.73,7.0,12.0,2023-06-16,0.96,22.0,197.0,125.07,0.0,9.79,0.0,0.018,0.96,0.1,31.45,1.88,82.54,6,385.2566666666665,296.53,High-Risk
SKU_0028,Low-Value,Industrial Gases,SUP_002,2023-07-31,Introduction,182.31,188.52,15.11,28.0,255.76,2.0,6.0,2023-03-30,0.97,22.0,197.0,67.24,0.0,5.12,0.0,0.018,0.96,0.1,31.45,1.88,82.54,7,316.84666666666675,339.14,Low-Risk
SKU_0028,Low-Value,Specialty Chemicals,SUP_020,2023-08-31,Maturity,250.11,275.25,5.91,33.0,410.26,21.0,24.0,2023-03-28,0.9,22.0,197.0,135.02,0.0,8.21,0.0,0.018,0.96,0.1,31.45,1.88,82.54,8,352.2866666666666,392.08,High-Risk
SKU_0028,Low-Value,Pharmaceuticals,SUP_014,2023-09-30,Decline,425.74,400.24,11.04,21.0,571.28,16.0,18.0,2023-04-21,0.94,22.0,197.0,171.05,142.49,11.43,113.99,0.018,0.96,0.1,31.45,1.88,82.54,9,396.60666666666674,491.73,High-Risk
SKU_0028,Low-Value,Agrochemicals,SUP_017,2023-10-31,Decline,557.1,564.59,19.5,20.0,755.9,17.0,18.0,2023-08-16,0.99,22.0,197.0,191.31,200.91,15.12,160.73,0.018,0.96,0.1,31.45,1.88,82.54,10,387.59,127.93,High-Risk
SKU_0028,Low-Value,Pharmaceuticals,SUP_018,2023-11-30,Introduction,209.5,208.05,-7.2,40.0,229.26,24.0,24.0,2023-11-02,0.99,22.0,197.0,21.21,0.0,4.59,0.0,0.018,0.96,0.1,31.45,1.88,82.54,11,366.6733333333334,400.24,Low-Risk
SKU_0028,Low-Value,Petrochemicals,SUP_015,2023-12-31,Maturity,375.06,342.69,20.86,8.0,384.17,0.0,6.0,2023-12-05,0.91,22.0,197.0,41.48,0.0,7.68,0.0,0.018,0.96,0.1,31.45,1.88,82.54,12,334.62666666666655,364.66,Low-Risk
SKU_0029,Fast-Moving,Pharmaceuticals,SUP_005,2022-01-31,Maturity,347.05,334.48,-17.05,8.0,481.36,2.0,12.0,2021-11-29,0.96,41.0,157.0,146.87,0.0,9.63,0.0,0.027,0.97,0.05,20.16,1.12,81.24,1,314.2566666666667,208.05,High-Risk
SKU_0029,Fast-Moving,Agrochemicals,SUP_004,2022-02-28,Maturity,460.04,489.92,-1.96,18.0,661.3,9.0,18.0,2022-02-24,0.94,41.0,157.0,171.39,0.0,13.23,0.0,0.027,0.97,0.05,20.16,1.12,81.24,2,394.1466666666667,564.59,High-Risk
SKU_0029,Fast-Moving,Specialty Chemicals,SUP_005,2022-03-31,Introduction,222.33,220.92,-10.87,24.0,249.47,0.0,6.0,2021-11-20,0.99,41.0,157.0,28.55,0.0,4.99,0.0,0.027,0.97,0.05,20.16,1.12,81.24,3,296.08333333333326,275.25,Low-Risk
SKU_0029,Fast-Moving,Specialty Chemicals,SUP_004,2022-04-30,Growth,364.87,439.15,6.27,31.0,586.48,17.0,24.0,2022-04-18,0.8,41.0,157.0,147.33,0.0,11.73,0.0,0.027,0.97,0.05,20.16,1.12,81.24,4,311.77333333333326,220.92,High-Risk
SKU_0029,Fast-Moving,Industrial Gases,SUP_013,2022-05-31,Introduction,357.17,324.97,8.47,8.0,471.72,18.0,24.0,2022-02-24,0.91,41.0,157.0,146.75,0.0,9.43,0.0,0.027,0.97,0.05,20.16,1.12,81.24,5,284.2100000000001,188.52,High-Risk
SKU_0029,Fast-Moving,Agrochemicals,SUP_019,2022-06-30,Decline,338.84,342.15,-18.76,29.0,508.41,13.0,18.0,2022-06-22,0.99,41.0,157.0,166.26,174.39,10.17,139.52,0.027,0.97,0.05,20.16,1.12,81.24,6,465.5533333333333,489.92,High-Risk
SKU_0029,Fast-Moving,Agrochemicals,SUP_016,2022-07-31,Decline,368.4,388.93,2.4,33.0,487.18,8.0,12.0,2022-07-01,0.94,41.0,157.0,98.25,91.35,9.74,73.08,0.027,0.97,0.05,20.16,1.12,81.24,7,407.0,342.15,High-Risk
SKU_0029,Fast-Moving,Agrochemicals,SUP_013,2022-08-31,Decline,316.32,277.78,-13.68,18.0,398.94,15.0,18.0,2022-03-29,0.88,41.0,157.0,121.16,143.08,7.98,114.47,0.027,0.97,0.05,20.16,1.12,81.24,8,336.28666666666663,388.93,High-Risk
SKU_0029,Fast-Moving,Specialty Chemicals,SUP_018,2022-09-30,Maturity,240.57,209.48,7.37,11.0,311.64,22.0,24.0,2022-04-28,0.87,41.0,157.0,102.16,0.0,6.23,0.0,0.027,0.97,0.05,20.16,1.12,81.24,9,289.8499999999999,439.15,High-Risk
SKU_0029,Fast-Moving,Specialty Chemicals,SUP_020,2022-10-31,Growth,172.67,154.27,14.27,40.0,174.04,11.0,12.0,2022-09-29,0.89,41.0,157.0,19.77,0.0,3.48,0.0,0.027,0.97,0.05,20.16,1.12,81.24,10,267.63333333333327,209.48,Low-Risk
SKU_0029,Fast-Moving,Pharmaceuticals,SUP_001,2022-11-30,Introduction,454.46,493.73,36.46,17.0,669.74,6.0,6.0,2022-08-19,0.91,41.0,157.0,176.01,0.0,13.39,0.0,0.027,0.97,0.05,20.16,1.12,81.24,11,345.4200000000001,334.48,High-Risk
SKU_0029,Fast-Moving,Pharmaceuticals,SUP_010,2022-12-31,Decline,155.31,162.3,11.21,26.0,202.29,7.0,18.0,2022-10-15,0.95,41.0,157.0,39.99,29.66,4.05,23.72,0.027,0.97,0.05,20.16,1.12,81.24,12,330.1700000000001,493.73,Low-Risk
SKU_0029,Fast-Moving,Specialty Chemicals,SUP_017,2023-01-31,Maturity,390.57,373.24,12.17,13.0,489.93,0.0,6.0,2023-01-20,0.96,41.0,157.0,116.69,0.0,9.8,0.0,0.027,0.97,0.05,20.16,1.12,81.24,1,245.66333333333327,154.27,High-Risk
SKU_0029,Fast-Moving,Petrochemicals,SUP_018,2023-02-28,Growth,250.75,264.78,7.65,19.0,342.02,0.0,6.0,2023-01-20,0.94,41.0,157.0,77.24,0.0,6.84,0.0,0.027,0.97,0.05,20.16,1.12,81.24,2,324.04333333333324,342.69,Low-Risk
SKU_0029,Fast-Moving,Agrochemicals,SUP_006,2023-03-31,Introduction,242.04,260.79,32.04,14.0,359.39,4.0,12.0,2022-12-31,0.92,41.0,157.0,98.59,0.0,7.19,0.0,0.027,0.97,0.05,20.16,1.12,81.24,3,309.1666666666667,277.78,High-Risk
SKU_0029,Fast-Moving,Specialty Chemicals,SUP_018,2023-04-30,Maturity,247.01,297.6,19.31,12.0,369.27,11.0,18.0,2023-04-23,0.8,41.0,157.0,71.67,0.0,7.39,0.0,0.027,0.97,0.05,20.16,1.12,81.24,4,275.03666666666663,373.24,Low-Risk
SKU_0029,Fast-Moving,Specialty Chemicals,SUP_013,2023-05-31,Growth,214.59,182.53,6.69,21.0,224.92,12.0,18.0,2023-04-03,0.85,41.0,157.0,42.39,0.0,4.5,0.0,0.027,0.97,0.05,20.16,1.12,81.24,5,284.45666666666665,297.6,Low-Risk
SKU_0029,Fast-Moving,Agrochemicals,SUP_020,2023-06-30,Decline,267.46,249.1,-26.54,22.0,328.9,1.0,6.0,2023-05-20,0.93,41.0,157.0,79.8,100.52,6.58,80.42,0.027,0.97,0.05,20.16,1.12,81.24,6,262.5566666666667,260.79,Low-Risk
SKU_0029,Fast-Moving,Specialty Chemicals,SUP_003,2023-07-31,Decline,498.02,503.14,16.22,39.0,573.75,8.0,12.0,2023-06-21,0.99,41.0,157.0,70.61,67.01,11.47,53.61,0.027,0.97,0.05,20.16,1.12,81.24,7,327.7566666666666,182.53,Low-Risk
SKU_0029,Fast-Moving,Industrial Gases,SUP_009,2023-08-31,Maturity,536.83,554.45,38.53,12.0,645.89,15.0,18.0,2023-08-23,0.97,41.0,157.0,91.44,0.0,12.92,0.0,0.027,0.97,0.05,20.16,1.12,81.24,8,355.9800000000001,324.97,Low-Risk
SKU_0029,Fast-Moving,Agrochemicals,SUP_003,2023-09-30,Growth,527.71,522.54,-30.29,16.0,615.91,10.0,12.0,2023-05-07,0.99,41.0,157.0,93.36,0.0,12.32,0.0,0.027,0.97,0.05,20.16,1.12,81.24,9,344.14333333333326,249.1,Low-Risk
SKU_0029,Fast-Moving,Pharmaceuticals,SUP_019,2023-10-31,Growth,425.41,410.51,14.01,37.0,587.13,17.0,18.0,2023-05-25,0.96,41.0,157.0,176.62,0.0,11.74,0.0,0.027,0.97,0.05,20.16,1.12,81.24,10,355.5133333333334,162.3,High-Risk
SKU_0029,Fast-Moving,Industrial Gases,SUP_002,2023-11-30,Decline,192.16,186.79,-1.44,26.0,271.4,12.0,12.0,2023-09-12,0.97,41.0,157.0,84.61,93.51,5.43,74.81,0.027,0.97,0.05,20.16,1.12,81.24,11,355.4033333333334,554.45,Low-Risk
SKU_0029,Fast-Moving,Pharmaceuticals,SUP_020,2023-12-31,Maturity,485.03,477.7,83.53,6.0,648.12,13.0,24.0,2023-07-06,0.98,41.0,157.0,170.42,0.0,12.96,0.0,0.027,0.97,0.05,20.16,1.12,81.24,12,350.1700000000001,410.51,High-Risk
SKU_0030,Low-Value,Industrial Gases,SUP_007,2022-01-31,Growth,440.55,400.46,-7.15,9.0,588.04,14.0,24.0,2022-01-19,0.91,36.0,111.0,187.57,0.0,11.76,0.0,0.04,0.96,0.04,61.39,1.69,56.18,1,380.5666666666668,186.79,High-Risk
SKU_0030,Low-Value,Agrochemicals,SUP_008,2022-02-28,Decline,198.86,132.29,16.46,15.0,163.07,3.0,12.0,2021-10-09,0.67,36.0,111.0,30.78,30.35,3.26,24.28,0.04,0.96,0.04,61.39,1.69,56.18,2,301.31,522.54,Low-Risk
SKU_0030,Low-Value,Petrochemicals,SUP_015,2022-03-31,Decline,565.75,610.2,38.85,28.0,834.17,4.0,12.0,2021-12-01,0.92,36.0,111.0,223.98,233.55,16.68,186.84,0.04,0.96,0.04,61.39,1.69,56.18,3,405.8899999999999,264.78,High-Risk
SKU_0030,Low-Value,Petrochemicals,SUP_002,2022-04-30,Growth,497.17,491.76,-22.03,18.0,723.3,11.0,18.0,2021-12-16,0.99,36.0,111.0,231.54,0.0,14.47,0.0,0.04,0.96,0.04,61.39,1.69,56.18,4,455.57999999999987,610.2,High-Risk
SKU_0030,Low-Value,Specialty Chemicals,SUP_008,2022-05-31,Growth,524.89,488.27,-9.71,35.0,560.89,18.0,24.0,2022-03-25,0.93,36.0,111.0,72.63,0.0,11.22,0.0,0.04,0.96,0.04,61.39,1.69,56.18,5,391.3133333333333,503.14,Low-Risk
SKU_0030,Low-Value,Agrochemicals,SUP_011,2022-06-30,Maturity,677.12,687.64,152.72,27.0,952.98,1.0,6.0,2022-04-07,0.98,36.0,111.0,265.34,0.0,19.06,0.0,0.04,0.96,0.04,61.39,1.69,56.18,6,447.48999999999995,132.29,High-Risk
SKU_0030,Low-Value,Petrochemicals,SUP_013,2022-07-31,Decline,387.2,372.62,-6.6,32.0,480.15,2.0,6.0,2022-06-16,0.96,36.0,111.0,107.53,87.35,9.6,69.88,0.04,0.96,0.04,61.39,1.69,56.18,7,491.5266666666665,491.76,High-Risk
SKU_0030,Low-Value,Industrial Gases,SUP_016,2022-08-31,Maturity,225.58,219.37,1.18,8.0,243.54,21.0,24.0,2022-03-19,0.97,36.0,111.0,24.17,0.0,4.87,0.0,0.04,0.96,0.04,61.39,1.69,56.18,8,268.8733333333334,400.46,Low-Risk
SKU_0030,Low-Value,Petrochemicals,SUP_012,2022-09-30,Maturity,455.36,438.52,-41.84,28.0,512.21,4.0,6.0,2022-09-10,0.96,36.0,111.0,73.69,0.0,10.24,0.0,0.04,0.96,0.04,61.39,1.69,56.18,9,434.2999999999999,372.62,Low-Risk
SKU_0030,Low-Value,Agrochemicals,SUP_008,2022-10-31,Growth,132.52,92.69,10.12,9.0,137.43,23.0,24.0,2022-09-22,0.7,36.0,111.0,44.75,0.0,2.75,0.0,0.04,0.96,0.04,61.39,1.69,56.18,10,304.20666666666665,687.64,Low-Risk
SKU_0030,Low-Value,Industrial Gases,SUP_019,2022-11-30,Growth,506.88,493.53,45.98,16.0,720.19,6.0,6.0,2022-07-09,0.97,36.0,111.0,226.66,0.0,14.4,0.0,0.04,0.96,0.04,61.39,1.69,56.18,11,371.12000000000006,219.37,High-Risk
SKU_0030,Low-Value,Agrochemicals,SUP_008,2022-12-31,Maturity,732.96,756.16,158.16,31.0,879.95,13.0,24.0,2022-09-15,0.97,36.0,111.0,123.79,0.0,17.6,0.0,0.04,0.96,0.04,61.39,1.69,56.18,12,512.1633333333333,92.69,High-Risk
SKU_0030,Low-Value,Agrochemicals,SUP_011,2023-01-31,Introduction,498.08,465.49,43.28,15.0,569.98,2.0,12.0,2023-01-12,0.93,36.0,111.0,104.49,0.0,11.4,0.0,0.04,0.96,0.04,61.39,1.69,56.18,1,438.1133333333334,756.16,High-Risk
SKU_0030,Low-Value,Pharmaceuticals,SUP_020,2023-02-28,Decline,330.33,304.19,-12.87,34.0,369.32,9.0,18.0,2022-12-19,0.92,36.0,111.0,65.13,66.8,7.39,53.44,0.04,0.96,0.04,61.39,1.69,56.18,2,397.4666666666667,477.7,Low-Risk
SKU_0030,Low-Value,Agrochemicals,SUP_018,2023-03-31,Maturity,291.86,283.2,21.86,23.0,378.43,4.0,12.0,2022-10-28,0.97,36.0,111.0,95.23,0.0,7.57,0.0,0.04,0.96,0.04,61.39,1.69,56.18,3,501.6166666666666,465.49,Low-Risk
